Query File,Target File
Boyz II Men__End of the Road.3,c__c0bb24c2f2afbd84fd135fce0805d05f
Boyz II Men__End of the Road.4,1__12a7f45b0dc7e7676530462c39358dab
Boyz II Men__End of the Road.2,5__53f52dc1dad69ee388c9a1ac10a8f0a2
Boyz II Men__A Song for Mama,d__d482387b04efe71dd0662e427dcaaf47
Allure__All Cried Out,1__1b50a0b0699b6b13e84ce02f2d3725c5
Tori Amos__Silent All These Years.1,e__e528c8010c92df766ebdda971fe0aa5d
Tori Amos__Silent All These Years,1__115b91f3460f989412210b7f218b5872
Tori Amos__Cornflake Girl,5__52bc181b24132268189e4d9463c36482
Tori Amos__Winter,f__f87084a135c9d2ea99c8d89644af529a
Tori Amos__Flying Dutchman,6__63cc306d8b219bc4dd5b0b37d98ce862
Gerard Cox__'t Is weer voorbij die mooie zomer.1,5__58201de9ccf9fedb59942b3cfd49abc4
Gerard Cox__Die Laaielichter,d__dee3ba532ea27e11e59219563f74cb0f
Gerard Cox__'t Is weer voorbij die mooie zomer,3__3a6930cb9b2b360ab6089f5399d52e89
The Pretenders__I'll Stand By You.1,f__f21bace5a9f2f38d6ac3aabf8bf9ac90
The Pretenders__Brass In Pocket.1,5__58f2c710b84a766f1d47dfc25d1df0d2
The Pretenders__Back on the Chain Gang.1,3__304bca21b5f2f6577bd2f78c5f0356f5
The Pretenders__Back on the Chain Gang,a__a8b322d9596e73a086d8bc9bea4f9ddb
The Pretenders__Middle of the Road,8__8d99c0655a89eed6e0aa703b7a30cf4f
The Pretenders__I'll Stand By You,7__7949933a848fad17e515af3b0ad04620
The Pretenders__Don't Get Me Wrong,7__702c6942880b8b82f9a451426fdc1beb
The Pretenders__I'll Stand By You.2,9__9a5f66ce4c6aa8200a4ede2cf8a57d0c
The Pretenders__Brass In Pocket,8__827f87466e72705142af2bd197d68ca4
The Pretenders__Kid,8__853b60ae1f984ebfa2271c0bab885fbb
Britney Spears__I'm a Slave for You,0__0bad35931e51c1d66646fd2b8e805364
Britney Spears__(You Drive Me) Crazy.1,5__50f9e5cfd03f0a0cafe234877ec736fd
Britney Spears__Soda Pop,4__4c6a08da94ad72f37b1938f019695477
Britney Spears__Sometimes.2,6__6e78918502402eb631f7863499a01140
Britney Spears__(You Drive Me) Crazy.3,2__239de34b7f4617a46317286d8bf30aee
Britney Spears__Don't Go Knockin' on My Door.1,4__4e7dd0dd6eb8882bea636d9e19f698f3
Britney Spears__Overprotected,f__f0fe35a56cede668b45f86f2c6480f2b
Britney Spears__Oops!... I Did It Again,5__50d25dff090d089b8d48aef98b1e3187
Britney Spears__Lucky,9__99464205807f4f0a1b61538673b64469
Britney Spears__Where Are You Now.1,5__5112cef1389e488204eaf65f80f1ea46
Britney Spears__Stronger.1,5__506c937354e5854d29a31e3da59d2362
Britney Spears__Cinderella,a__a1d38bdd0a644bdfeaf114c14e08ac4e
Britney Spears__What U See (Is What U Get),c__cb9d237505f3c4f70b364f134395159c
Britney Spears__I Love Rock 'n' Roll.1,8__81ba989090af365021c9bd3c44dd463e
Britney Spears__Sometimes.3,4__4e3bbf55deee6d15f3abce0acddf8e5e
Britney Spears__(You Drive Me) Crazy,7__7f512da995b611417961ab442dc40f9d
Britney Spears__... Baby One More Time.6,3__340910432b48da773e4be578b72b584d
Britney Spears__Don't Let Me Be The Last To Know,1__117a1a55cd531c4336dea8ae251e5b76
Britney Spears__... Baby One More Time,7__7de5b37208564e301a15beba5ab862bf
Britney Spears__Before the Goodbye,d__deb8b5c97e69f094017ccb3bb07df751
Britney Spears__From the Bottom of My Broken Heart.1,6__648510f3b9c739bf8abf78b17a502813
Britney Spears__... Baby One More Time.2,4__43fa42492d5922e97e5d5e1ebb8db2fa
Britney Spears__(You Drive Me) Crazy.2,f__f1692f1ff6b49e729823b3d96b129e59
Britney Spears__From the Bottom of My Broken Heart,0__035bf1c805c6fcb84be2bbf7601e1471
Britney Spears__Boys,8__80591a9872d0fb57624d374692847d9b
Britney Spears__Oops!... I Did It Again.2,d__d56eb5e53d17831cdc0c3361dd238f3d
Britney Spears__Don't Let Me Be The Last To Know.1,5__53e492671dd9c829fef0feb75a647071
Britney Spears__Like a Virgin   Hollywood Medley (2003: MTV Video Music Awards),c__cd5735ca57c2073f7a362c602a036422
Britney Spears__Don't Go Knockin' on My Door,2__2565fa4e947885e463f69418655d5b90
Britney Spears__... Baby One More Time.3,e__e388943a1071ed51ba9220309eb12ac5
Britney Spears__Stronger,c__cfb81927141e3b360a8d211ce5b52254
Britney Spears__Lucky.3,4__47f0cecb8ac65b17188b699d36a7590e
Britney Spears__Radar,c__cc80098d2347defa209a44a883d0628b
Britney Spears__(You Drive Me) Crazy.4,e__e4672180b8845f2d2e4ce4750769e02c
Britney Spears__... Baby One More Time.1,7__77bb54c8af5cbdbdb9ba33f624164567
Britney Spears__... Baby One More Time.7,c__c6b4b9119ab9f6eb28950e3c5c4d94ce
Britney Spears__Sometimes,c__c48b86bbb74e800c9b6a999245913118
Britney Spears__... Baby One More Time.4,5__535925acbdbfb24f6e38bedca5ed0bff
Britney Spears__E-Mail My Heart,5__5800b311cd59ce973a429c0690b5ae46
Britney Spears__Where Are You Now,0__01cab0e3a4e4d2a4e217196364312c4a
Britney Spears__Oops!... I Did It Again.1,4__4b868199b7b416f5e314d95de569ad76
Britney Spears__I Love Rock 'n' Roll,8__89dcd909db8e97dffa34929f4f3460e3
Britney Spears__... Baby One More Time.5,7__757f46e0204318148f0adc0c5519dba8
Britney Spears__Lucky.1,8__8c36b8ed9a0797d126d8c11e36818cfd
Britney Spears__Lucky.2,f__f0bc8927c702d5e24363f412ff1e9cc9
Britney Spears__Born to Make You Happy,6__6e687d0a1d161e25b801b6131bcb5b4a
Britney Spears__Sometimes.1,6__64cc3c1a242e90ebaf3eebee3647ba38
Restless Heart__When She Cries,a__a454e37bc63e65caa05fa4e161ad2a32
Dave Matthews Band__Pantala Naga Pampa,8__850c3e9d6f4288c76a9c70f9ae485a35
Dave Matthews Band__Halloween.2,a__a5b7808408d40da83a894abfcb50a32d
Dave Matthews Band__Crash Into Me,a__a8bc37db93087edeb5bd8dcd2825cd79
Dave Matthews Band__What Would You Say,7__703210bd47adf8c58f8342bb8ad165f5
Dave Matthews Band__Lie in Our Graves,6__6e861ba308bb9d4d740211a3edf385f5
Dave Matthews Band__The Best of What's Around,9__96f4a1610b90df15fd15e53234bdb460
Dave Matthews Band__Halloween,c__c41c5e5141a7ec35333075ba137ad095
Dave Matthews Band__Rhyme & Reason,3__3b6cd37d3b491d825d8038aa62c0094d
Dave Matthews Band__Satellite.1,0__04131b339d159ed234c7f19fa3490f20
Dave Matthews Band__Two Step,6__68a8f910967df17acebc1e0d319b5bbd
Dave Matthews Band__Too Much,c__c8a1bd5f3de2458af27939f585ee4559
Dave Matthews Band__Dancing Nancies,2__2f4df768b2bd0567f11cde0f1d47ab6e
Dave Matthews Band__Ants Marching,f__f8ee760356b5a38a20ef4c4c9625d64c
Dave Matthews Band__The Dreaming Tree,7__7dd1da8e57dcf70e63e9fa81bcf0e596
Dave Matthews Band__#40,0__0a42d440c6d20702dc61c783f572b3d4
Dave Matthews Band__Halloween.1,a__a83b55753d1b671884df6225c1ebd72e
Dave Matthews Band__One Sweet World,6__67adab1b8974b33b096f1bfb4efd2ed2
Dave Matthews Band__Stay (Wasting Time),1__127c7e1e3912493f4868ddc506ef6614
Dave Matthews Band__Crush,f__fcf7a6538d4f3f85b3fea45b78fcc0dc
Dave Matthews Band__Satellite,9__9eae5c827dff73854bd95ca01cb01879
Dave Matthews Band__So Much to Say,8__8da60b9b8ac49f4283c7ef085a7f19d8
Dave Matthews Band__Proudest Monkey,6__6c063459f6d9f72bd1508ab0e10dcea9
Dave Matthews Band__Typical Situation,d__d4487892567aa52eda50864469f06661
Dave Matthews Band__Don't Drink the Water,2__2dfdfa7b0cff588ff2bd8bdfc2e4171a
Blondie__Atomic,8__87199e01dc75be27117c5f40e64a9005
Blondie__Heart of Glass.1,8__851f33e1afd1a8dc29182c80d2575801
Blondie__The Tide Is High,2__28bca6f4340426e67711c5b3f5399f52
Blondie__Maria.1,b__b48964be01ddef66792f754e986c84b5
Blondie__Heart of Glass.2,3__3afa07faffc4be17f3772bd413ce96b1
Blondie__Call Me.1,f__ffaa79d71c9cc25d0a0cf35c4223e606
Blondie__Picture This,b__b1a50bf591d3714e6b44a2b2e50c9096
Blondie__The Tide Is High.1,6__6f7066b2a3c6feb331fdff964749af3e
Blondie__Heart of Glass.3,4__4abb2471bd45fa50e5269da854a304f8
Blondie__Heart of Glass.5,9__911568d37c75b6290247a51b8b3a39b7
Blondie__Heart of Glass,7__7c1d529aab7c10ae6528c471f4013138
Blondie__Call Me.2,f__f35b37f338b100f70bbb8dc1c07b2e0b
Blondie__Maria,0__067a0f3a8290eec11862756e16309895
Blondie__Sunday Girl,5__50d51465281d240e0b4008fd1eed7911
Blondie__Rapture,a__a1882f7617c61e8abcf612075708a436
Blondie__Dreaming,3__3087d0ad5e4667d874f732c532b5acd2
Blondie__Picture This.1,a__a2a24e1b94c6f5d5e9a9fbe307fce086
Blondie__Call Me,a__aa21e755ded29c36e71e6123d604a269
Blondie__Heart of Glass.4,6__6202c2ec728b015dd6e018a8b18f28b6
Blondie__Maria.2,a__a380144db89819fe9c6ab44f74627bdb
Murray Head__One Night in Bangkok,f__faab0b19b34f6f0c41f6be355f26697a
Hollenboer__Het busje komt zo,a__ac1db8582c7c2103340b056059dd3fc3
Hollenboer__Het busje komt zo.1,c__c83b2159e0eb57bbba6306506e7f510e
Hollenboer__Het busje komt zo.2,e__e67ba55c4ecf42d256a58b32692523bb
Ben E. King__Stand By Me,a__a5f1fe31a2fef3b3c1cc5396a7563d65
Bloodhound Gang__The Bad Touch,c__c3937779ac0e48d1e305900b878aefe9
Bloodhound Gang__Fire Water Burn.1,b__bf7b73acf658e1b9cc3f05381ca6442d
Bloodhound Gang__The Bad Touch (Eiffel 65 extended mix),6__62ac0b388e9d39f9091cd6da469a95f9
Bloodhound Gang__Fire Water Burn,4__422020188150d0a434cff4fcaf173597
Ted Nugent__Cat Scratch Fever,f__f8fc9d5b8e6042ed2ebfe80490f8fed6
Gibson Brothers__Cuba.1,4__4be949a409db837bd1b8c10a11f5ed71
Gibson Brothers__Que sera mi vida (If You Should Go),b__b80b840326227f1613ac0d09ae4d7e37
Gibson Brothers__Que Sera Mi Vida (If You Should Go).1,a__aa3a16455a6d66fe9298556754db65ae
Gibson Brothers__Cuba,1__1eca5f289b5cafa78694aad12dc8d2cf
Harry Chapin__Taxi,0__0b0968fde36f7f93310b54e01b07bb8d
Harry Chapin__Cat's In The Cradle.1,0__02ab60c7f9116b06aa743abadcd03069
Harry Chapin__Cat's In The Cradle,3__3811c55ecf47cfaebc7d40b4be6419f0
Jon Secada__Angel,2__22f897ed3d163dd4ca9e676e020bc6f7
"Jon Secada__Just Another Day (George Acosta remix) (feat. Jon Secada, Miguel Morejon)",6__65e6ef90c94b021c8e28f13af25089f9
Jon Secada__Just Another Day.2,4__4f5d56c6f3bc270621fd40218f314ecf
Jon Secada__Do You Believe in Us,d__d785d717045f92d1716c895acd520ff6
Jon Secada__Just Another Day.1,3__3957fe387c0d0616d466bf4536825f62
Jon Secada__Just Another Day,9__9427e3c721ec2e02a61722d151415355
Tommy Roe__Sheila,3__3227fb445ccabdc7b97d2bc93ca963aa
Tommy Roe__Sweet Pea,d__d41236a825c775a6c61cdcf8fea68c31
Tommy Roe__Dizzy.1,c__c756cbf9a51cf8440e13b4c98841b066
Tommy Roe__Little Miss Goody Two Shoes,3__3dc38009ee3f9a6e6dee25730a78f599
Tommy Roe__Dizzy,9__95009270abea254450e8a1c093e6ff17
Rockwell__Somebody's Watching Me,d__dd76140368e741c014fcb76899c6fbf4
The Surfaris__Wipe Out,0__09c2197489676bcee90bf1631208f2a9
RICHIE LIONEL__Hello.1,e__edadc62cc822aa6a9d258c8dec57d9e3
RICHIE LIONEL__Easy.2,3__3e5c52d67882cac49d8ceb116ee9f13a
RICHIE LIONEL__Still.1,7__76f538b19795b0f3cee87f03e1cbcb3e
RICHIE LIONEL__Hello.3,9__9da9bc7cbf0dbceed738b04da0f6202c
RICHIE LIONEL__Three Times A Lady,6__67d23a429f13479a0ff12bb8e49c28e6
RICHIE LIONEL__All Night Long,0__03ac9ba2a5e312470b2ca8476d6b16fd
RICHIE LIONEL__Stuck on You,0__08685f0e1f68eba875ef7af7c4e3ce9c
RICHIE LIONEL__Endless Love,2__2dd5839098904fe08a30671487a565b6
RICHIE LIONEL__All Night Long.4,0__0a14c3717b42adbaf474848851b744d0
RICHIE LIONEL__My Destiny.1,4__4159876192c6c1efcd2ed6b11fdea4f7
RICHIE LIONEL__Deep River Woman,1__1e42ee7052487352767bfadf23d215e9
RICHIE LIONEL__Dancing on the Ceiling,e__e0f82684bdf535bc2a1edb2372f2d7a0
RICHIE LIONEL__Stuck on You.1,7__705cfaa964ffc2e29c4e64566374bcb6
RICHIE LIONEL__All Night Long.1,b__b7209f349e52d297e44e72e00229c534
RICHIE LIONEL__My Destiny.2,b__b43fa93756ac01acea9a9e1db19e016c
RICHIE LIONEL__Sail On,9__9db541cbd08319ce6f42fe049e06baeb
RICHIE LIONEL__Easy,1__18b06922e427d83171c0509da6db62fe
"RICHIE LIONEL__Say You, Say Me.4",5__5ba383c39a06d59fd9f7c8ac66b81372
RICHIE LIONEL__Sweet Love,7__7d1e1555e19f3604093adb06b73c7d58
RICHIE LIONEL__All Night Long.2,7__7fd731bf54fd4ff00a61b6a72be57dd6
RICHIE LIONEL__Running With the Night.1,a__a52128494cebae4cac698b36a03afda8
RICHIE LIONEL__Truly.1,e__e2574babbbc4cdfa07558b4d23b827f1
RICHIE LIONEL__We Only Have One World,b__b159e059f8809e3cd8ad19c7c2d9970a
RICHIE LIONEL__Hello,9__99ad2e7b591e885fe4290133a7a85df4
RICHIE LIONEL__My Destiny,a__a69a5f4be53e4b4d082ac99710102ba7
RICHIE LIONEL__Running With the Night,3__3a39b48dca39fc749e7e2fe2dc4b359e
RICHIE LIONEL__Do It to Me,a__a8571f7bc330bf5577a28def025f5510
RICHIE LIONEL__Still,3__3b192e9c52225e23200ee17cda985c86
RICHIE LIONEL__Sail On.1,5__58109c41947bb0d21c195230784539d0
RICHIE LIONEL__Three Times A Lady.1,b__b44dc0dbf19ea221d029b8de466d1774
RICHIE LIONEL__Easy.1,b__badfdf2508d275789f8dd68a1e160cd0
RICHIE LIONEL__All Night Long.3,6__60a91bcc823baf7f7116925f014cfd16
RICHIE LIONEL__Hello.7,5__51d295d51a55935e84da1d6fed779bdf
RICHIE LIONEL__Hello.6,8__84f91b2288d894b1d2b9c94dacbf21d6
RICHIE LIONEL__Three Times A Lady.2,d__d10a87f8c8395511c911bf46510d3b37
RICHIE LIONEL__Hello.4,f__fd78088586f4c49960d48adae32cab9e
RICHIE LIONEL__Endless Love.1,a__ada81465482935e0fab87d5e85cb1595
RICHIE LIONEL__Hello.5,8__8d1704ab276e6a5ebd63f424349438a1
RICHIE LIONEL__Hello.2,b__b6376e1b54789c9f76c0b3c40b9fac70
RICHIE LIONEL__Truly,c__c1bd844243054a780d0f13dd8b54a714
RICHIE LIONEL__Dancing on the Ceiling.1,c__c580733326d7cb631cac3d700bbc7aba
"RICHIE LIONEL__Say You, Say Me.3",6__6eb6cd1906549e2e3ca358b8c728e037
"RICHIE LIONEL__Say You, Say Me.1",7__78724e5b2dd4b097732a5e5756e2f297
"RICHIE LIONEL__Say You, Say Me",6__676ab79246785d92026ef2591f6ead66
Nelson Oliver__Stolen Moments,e__e49d8d132dc86228e529b2ba378bf4b2
Cats__Vaya Con Dios,a__add6790184b2a5c7e350db7670d9fb0b
Cats__One Way Wind.1,7__79216b5ed8284c816bc7bc30e38b6b14
Cats__One Way Wind,f__f604ba8ac9a36e43b4a251ab99c57cd2
Cats__Save the Last Dance for Me,e__e1f86e88fa2eb4ee660004c61ca15be2
Cats__Vaya Con Dios.1,f__f48ff03608a80e38ae9cba54dbe7e89c
Cats__Let's Dance,e__e1e10ab48fe43985011e0bbc7b40f7db
Cats__Let's Dance.1,a__a41cdc5efea78a46a811473ed288a4a1
AC DC__Thunderstruck.1,7__7046d9be22ed05c6c2ac69a9fc89fa72
AC DC__Who Made Who,8__8afd1467453dc79865377b9eed286d55
AC DC__Highway To Hell.1,5__5638e191461ff185edb629497ee9f875
AC DC__Highway To Hell,e__e411a22c16a0cca9d54d2269b2f829dd
AC DC__For Those About To Rock (We Salute You),4__4b0547f0b885b282ac3f304778632fd1
AC DC__TNT.1,a__a254a8f6d57ea0857418703dd70739c3
AC DC__Highway To Hell.2,1__12d91eaf423ffbe2684ed90bd332e63f
AC DC__You Shook Me All Night Long.1,9__952100d73397bbf8aa8155070df00cd7
AC DC__Thunderstruck,7__7ebc460890201847f46abd26d7871c1f
AC DC__You Shook Me All Night Long,0__0e8e143cc52958bfcf23f0815ad6ab22
AC DC__Back In Black.1,d__dd49a05a824c2cfad0c5621cc3be3bc4
AC DC__Back In Black,3__3c96fd930b72f413d3ece569e4658b66
AC DC__TNT,5__556180bb6e56fb18f8af71428a38e21f
AC DC__Dirty Deeds Done Dirt Cheap,0__0f5d538d68947d3b0e628eac7020c7fd
AC DC__R.I.P. (Rock in Peace),3__3df7e972a796c327748fb5783ea80a67
AC DC__Whole Lotta Rosie,4__495d296f5382b97362b7dbef115c419d
Captain Jack__Little Boy,f__ff8023a7f7afd38be6793734b4537803
Captain Jack__Soldier Soldier,3__369f8a6ca4a8a9ca7a07f1c3e53a5e3e
Captain Jack__Drill Instructor.1,1__1d23a841443b91e36002370620574fde
Captain Jack__Drill Instructor,e__eb8a0896d3243c5eb42068e366f40a6e
Dead Or Alive__Come Home (With Me Baby),3__3f03924a8d04c27f0ef570946a5bafea
Dead Or Alive__You Spin Me Around,f__f0cf22e7d09c9cf0b4431f783e987ca9
FAURE Gabriel__Spanish Dance from Dolly Suite (orch. Rabaud),f__fa11f92633d882185b369d30a43c8577
"FAURE Gabriel__Romance Without Words in A-flat minor, Op. 17 No. 3",9__9eb14981a017fbcc587b82569ef3ebb0
FAURE Gabriel__Clair de lune Op. 46 Nr. 2,d__d10e538f8128df0f33f90a2beccffd42
FAURE Gabriel__Sicilienne,a__a88a140301108e659b45a1e32f6580b5
FAURE Gabriel__Clair de lune Op. 46 Nr. 2.1,f__f42d6188c8b5fab1da3f17f04973a79c
Conway Twitty__I'd Just Love to Lay You Down,b__b9482dc698583a34dfeba6599a237f26
Aretha Franklin__Respect,7__7bd855df50d75c9e4bfcf0a8e64c7559
Aretha Franklin__I Never Loved a Man (The Way I Love You),8__879bca46368f85f77874c497263b0634
Aretha Franklin__(You Make Me Feel Like a) Natural Woman,5__5ab27cfbbabd801b9267553224f9dda4
Aretha Franklin__Think,2__2c4657a24a0cb1fa6531b294f60d372e
Aretha Franklin__(You Make Me Feel Like a) Natural Woman.1,e__eb331301516cecc3e141c0153737fae0
Aretha Franklin__Pink Cadillac,2__26bb694d10eca219983bae6ed4a555cc
Drafi Deutscher__Shake Hands,9__909793a3103da423491904b2169dd424
Drafi Deutscher__Herz an Herz Gefuhl,7__7565960b8104836d96192af0570b0e8e
"Drafi Deutscher__Marmor, Stein und Eisen bricht",d__dc80368cbacba985c3bdbfe7f189fcb5
Alunni del Sole__Isa... Isabella,3__31c933a265b3def6ca57c0f76b3ca0a5
Jane Child__Don't Wanna Fall in Love,1__16cbf32cb71d4665d7187e8897bbec4c
Jane Child__Don't Wanna Fall in Love.2,5__5c38351b2506559a0358ee8ee35a46e7
Jane Child__Don't Wanna Fall in Love.1,c__ccac4cc28ab8ce1f9c22fd96652209e9
Undercover__Baker Street,d__d3267cf75e9da7ce5da4f0260f29d3e4
Elvis Presley__Burning Love.1,a__a172c42c9e6817d81799c4e529ad7bdd
Elvis Presley__G.I. Blues,0__0e4a2862f1e43db8b7963a08c336d7de
Elvis Presley__Can't Help Falling in Love,b__b51bff22f70f88235577db1d4b2558d6
Elvis Presley__I Want You I Need You I Love You,6__695aca77953c691c1b1c4e55694c09eb
Elvis Presley__Lawdy Miss Clawdy,2__2ee89d82b0b139492ecb0bc072b9732c
Elvis Presley__Can't Help Falling in Love.5,6__662416f4df4d7c566c14142aad4bc6b1
Elvis Presley__Crying In The Chapel,c__c2bf6dc18ae7907c8a75d82ff70eb00e
Elvis Presley__Return to Sender.4,b__bf389cd3962970f6af27ec68d9c85b8b
Elvis Presley__Always on My Mind.2,e__e9b2296af22adf7f296f51df536528b8
Elvis Presley__Don't Be Cruel.6,9__909691466c5f7cd9f16c5360608179cc
Elvis Presley__Love Me Tender.2,8__85f187184ddba267bcb8ab8780bec96b
Elvis Presley__Hard Headed Woman.2,8__823401df0dcd578f9c81fc5cf9caa0e3
Elvis Presley__Don't Be Cruel.4,c__cdec6130977401ad5a3c1dbfe57d0e5d
Elvis Presley__Are You Lonesome Tonight.1,3__3af70d697f992f29a9a9055e1f1e22e9
Elvis Presley__Jailhouse Rock.3,2__27a4dbcdf976ef4b52ce29691c31cf9e
Elvis Presley__Can't Help Falling in Love.3,9__9e9f141d52d68373b076c5b237a8d821
Elvis Presley__Heartbreak Hotel.1,f__f591aa2cf1b913618730bed6f5b3984e
Elvis Presley__Hard Headed Woman,7__7e9613ea176eb6941401d839953beaa0
Elvis Presley__Just Tell Her Jim Said Hello,8__8b6e4595b32a79939ecd6329cec319a5
Elvis Presley__Girls! Girls! Girls!,5__570c253f224f8614518ce92498d903eb
Elvis Presley__Wooden Heart,6__6f5454c9609649a43879e3f70a14c8b6
Elvis Presley__Are You Lonesome Tonight.7,a__ae5f1e72e2f01614dc79b31cec367b19
Elvis Presley__Return to Sender,6__6a37f6c08e71c19f0aea8dea7baa74f5
Elvis Presley__Kissin' Cousins,e__e1049db2aa40df8f83fc750d057e6f78
Elvis Presley__Heartbreak Hotel.2,0__0cbfa5537ddfe05308aa78aaa547d805
Elvis Presley__She's Not You,7__7844b2b8318b706ed12ffed6c10e4d78
Elvis Presley__Can't Help Falling in Love.4,1__1914e75183ff71fb5884b3bbf76e2bf9
Elvis Presley__Return to Sender.5,0__0d35086cbd5b90850eeca130bed52cb7
Elvis Presley__In the Ghetto,0__0fc6836bf6ad73cc9efe4f6653dec32f
Elvis Presley__Johnny B. Goode,c__c758d17778d964b1cd7b36c9b08d0292
Elvis Presley__Love Me Tender.4,2__2552120b9482e5f97159efab5ea5684d
Elvis Presley__In the Ghetto.3,d__db884483ee2142abbb6a35ef80d52ae5
Elvis Presley__Blue Suede Shoes,0__0e0b5ede49a1548741c56f1a85097d40
Elvis Presley__Let Me Be There,c__c3eac4964a9eb0b2d9b853fc30c0ae3c
Elvis Presley__(Let Me Be Your) Teddy Bear.4,f__fc73702ecce4e6e48fda4ca7613c532f
Elvis Presley__A Big Hunk O' Love,5__51d5bd8ccd6fa7e216d5aa0fa0659c05
Elvis Presley__Frankie and Johnny,1__1b87ce051e5555063f34fdfad2bc2e47
Elvis Presley__Follow That Dream,2__2266aa4f03fadb9486234d58633a177d
Elvis Presley__Viva Las Vegas,5__581fb78d79e6ceb6c8b59d2958f3b91b
Elvis Presley__Suspicious Minds.2,c__c3aa948b5347789a113cbe106c141a6b
Elvis Presley__Are You Lonesome Tonight.2,8__8b53c3af90aba8f2a61be03d9f4993e4
Elvis Presley__Blue Suede Shoes.3,4__42b4b16d256c7c073c759f3609ac391d
Elvis Presley__Suspicious Minds.5,5__55cb613aa52fc78880ebdb52bc66a612
Elvis Presley__Suspicious Minds.3,3__366c73c69d98b4d570c841e31aa781d1
Elvis Presley__Jailhouse Rock.8,3__366ff21a18ac4ae48b4591bdf8f313da
Elvis Presley__Hard Headed Woman.1,d__db6bbf31c73c7961fe6d1e9e5744a9e0
Elvis Presley__I Just Can't Help Believing,c__c8f9d9a93568cfd936b2c06428f745f8
Elvis Presley__Burning Love,f__ff3e64d8c7366f0eb40a1fcebd1c49bd
Elvis Presley__Down in the Alley,1__1b4fac82d2c54fc19f41137549d30fe7
Elvis Presley__(Let Me Be Your) Teddy Bear.3,e__e29584962e83aaf77d346eb6189264d1
Elvis Presley__(Let Me Be Your) Teddy Bear.5,d__dedce45bd26a5b1c539b9f3f4ee6e443
Elvis Presley__Good Luck Charm.1,1__1707177d592a0e0bf6b0bc0c549c359f
Elvis Presley__All Shook Up.3,c__ce73f96af579032569125df00d8d67fb
Elvis Presley__Jailhouse Rock.7,0__0e615b86ec6bb07133d64bd81bdbe90d
Elvis Presley__Blue Suede Shoes.7,5__591a40c3de3a71e57a941cc32fc6da34
Elvis Presley__Blue Christmas,6__632de0636bcfac58194149163d3e3427
Elvis Presley__The Wonder of You.1,5__5bfdbc58391ab41ad00d2cc3f203ca5f
Elvis Presley__All Shook Up.2,0__0a3f3d2bb7acb32f961a6c6ce3557e99
Elvis Presley__A Little Less Conversation,8__8e6ddaf447f56720e2a300396309bca5
Elvis Presley__Suspicious Minds,9__96f6dd9ec9d8f295bb5bb9ab1fcc1e68
Elvis Presley__Return to Sender.3,5__5aa9dfbd5598464578e729d025139d15
Elvis Presley__Puppet on a String,2__2924cc2aa0bd5d901a9908d4903f43c4
Elvis Presley__Stuck On You,6__6f4565f3cd0f5fbd55c3e82e05bca67e
Elvis Presley__Blue Suede Shoes.4,7__73b7742d8afd8dc9715a7b4fb564b44e
Elvis Presley__Hound Dog.1,3__3fb2a586eed77685e8e3315e45a33c1b
Elvis Presley__Burning Love.2,5__50ad75100e84f0325732e99c2beb0762
Elvis Presley__Don't Be Cruel,4__4e0e69ce6fbd17cc427f074b7b0acd87
Elvis Presley__Love Me Tender.3,b__b108143cc9bc1ccf940728c34035205e
Elvis Presley__(Let Me Be Your) Teddy Bear,4__477ecc37a8612946e2f959d86c2d4ed2
Elvis Presley__The Wonder of You,7__72b449249a64e9c98c1e41d1c73d98a4
Elvis Presley__Don't Be Cruel.3,b__b554f5ac3bb0404097fd220552064b27
Elvis Presley__Always on My Mind,f__fa28c11c04a2d7a57171ebaaf12723ed
Elvis Presley__Don't Be Cruel.5,d__dd9f6b84d9d86240128afc164de450da
